Thickness [cm]		Dose[rem?]		Dose Error
0.01		2.24372		0.0011218600000000001
30.0		0.00174153		9.230109e-06
16.780483438228558		0.0124345		3.108625e-05
9.43303909391062		0.0496959		7.454385e-05
3.7791817253909854		0.233268		0.0002099412
1.1139213018115919		0.826035		0.0004956209999999999
0.5494818099457515		1.26591		0.000632955
0.9035244361479772		0.956229		0.0005737374
0.8649157597052012		0.983628		0.000491814
0.8509894317979682		0.993854		0.000496927
